item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase,frecuencia,estacionalidad,tendencia,intermitente
224,zeedog gotham air mesh plus harness extra small,paseo,accesorio,12700,9281,27,1,0.001,500,-1.0,0.0,1,1.0
786,jaula transporte pratiko metal 1,hogar-transporte,accesorio,22790,16350,47,2,0.001,500,-1.0,0.0,1,1.0
1611,zeus collar ajustable  s  rojo,paseo,accesorio,4190,2810,9,0,0.001,500,-1.0,1.0,0,1.0
964,gastrointestinal cat pouch 85 gr,humedo,alimento,1900,1274,6,0,0.015,4600,-1.0,1.0,0,1.0
409,zeedog poop bags refill box (w/4 rolls),higiene,accesorio,5900,3971,12,0,0.001,500,-1.0,1.0,0,1.0
325,cordon amarre 16 mm (corto) a. doctor,paseo,accesorio,8190,5949,18,1,0.001,500,,,1,
1027,nutribound perro 150 ml,suplemento,medicamento,15000,10988,28,1,0.0002,500,,,1,
299,zeedog phantom collar medium,paseo,accesorio,10900,7174,22,1,0.001,500,-1.0,1.0,1,1.0
1179,bravery chicken adult cat 2 kg,adultos,alimento,16990,13222,52,5,0.015,5050,-1.0,1.0,1,1.0
1067,brit pate & meat puppy 400 g,latas,alimento,3130,2136,9,1,0.015,2750,-1.0,1.0,1,1.0
1630,habitrail retreat kit,hogar-transporte,accesorio,49990,38669,122,2,0.004,1600,-1.0,1.0,1,1.0
714,zd bordeau leash small,paseo,accesorio,13900,9576,29,1,0.001,500,-1.0,0.0,1,1.0
193,catit rasguðador  moderno jungla,enriquecimiento ambiental,accesorio,12990,9430,27,1,0.001,500,-1.0,1.0,1,1.0
440,nath adulto maxi sabor pollo y arroz integral,adultos,alimento,19990,13864,60,0,0.015,3950,-1.0,1.0,0,1.0
573,planet dog frambueza,juguetes,accesorio,6990,4693,17,0,0.004,1100,-1.0,1.0,0,1.0
503,golden retriever (my family),placas identificacion,accesorio,17560,12463,43,2,0.004,500,,,1,
605,capa impermeable azul,ropa,accesorio,22990,16551,49,23,0.001,600,-1.0,1.0,1,1.0
1359,zeedog peppermint leash extra small,paseo,accesorio,9499,7122,23,1,0.004,950,-1.0,0.0,1,1.0
1090,power gato de 4-8 kg,ant. ext.,medicamento,10790,7156,20,4,0.0002,500,-1.0,1.0,1,1.0
1672,pawise bozal tela s,paseo,accesorio,4990,3412,13,1,0.004,750,,,1,
846,coastal fashion collar sushi,paseo,accesorio,7990,5589,19,1,0.004,500,-1.0,1.0,1,1.0
3,zd neon coral leash small,paseo,accesorio,13900,10318,29,1,0.001,500,-1.0,1.0,1,1.0
1405,coastal sublime collar teal stripe s/m,paseo,accesorio,12490,8959,30,1,0.004,900,-1.0,1.0,1,1.0
1739,coastal sparkle collar broche metal rosa xs,paseo,accesorio,13990,9415,29,0,0.001,550,-1.0,1.0,0,1.0
467,cama para perro negra zeedog,hogar-transporte,accesorio,55990,37331,117,0,0.001,1200,,,0,
5,royal canin renal support felino lata 145 gr,latas,alimento,2670,1935,8,0,0.015,1950,-1.0,1.0,0,1.0
222,simparica antiparasitario 80 mg,antiparasitarios,medicamento,15990,12513,34,10,0.001,500,-1.0,0.0,1,1.0
547,transportin avior,hogar-transporte,accesorio,35800,23903,75,4,0.001,650,-1.0,1.0,1,1.0
228,zeedog gotham leash extra small,paseo,accesorio,10860,8666,22,0,0.001,500,-1.0,1.0,0,1.0
39,advantix 10-25 kg ,ant. ext.,medicamento,11190,7722,21,9,0.0002,500,-1.0,1.0,1,1.0
542,"zeus arnes fig.a ""m"" celeste",paseo,accesorio,10990,7247,23,2,0.001,500,-1.0,1.0,1,1.0
242,coastal k9 explorer arnes acolchado zafiro l,paseo,accesorio,39990,31858,98,1,0.004,1900,-1.0,1.0,1,1.0
1481,royal canin maxi puppy pouch 140 gr,humedo,alimento,2310,1840,8,0,0.015,1050,-1.0,1.0,0,1.0
136,planet dog guru purpura,juguetes,accesorio,19990,12998,42,0,0.001,500,-1.0,1.0,0,1.0
1475,cama cubo grande cata pet,camas,accesorio,33790,25494,70,3,0.001,1000,-1.0,1.0,1,1.0
906,afp mighty rex rinoceronte,juguetes,accesorio,27990,20860,59,3,0.001,750,-1.0,1.0,1,1.0
829,zeedog nara adjustable air mesh harness small,paseo,accesorio,19300,13686,41,0,0.001,500,-1.0,1.0,0,1.0
445,big round aluminum light blue (my family),placas identificacion,accesorio,7130,5562,18,0,0.004,500,-1.0,1.0,0,1.0
1278,hartz jfc twirl & whirl cat toy,juguetes,accesorio,6690,4812,14,0,0.001,500,-1.0,1.0,0,1.0
1325,brit care gf puppy salmon 3 kg,cachorros,alimento,23900,17106,72,17,0.015,4550,,,1,
1223,drontal cat 2 comprimidos ,ant. ext.,medicamento,8130,6026,15,0,0.0002,500,,,0,
1707,proplan adulto cat pollo y arroz 85gr,humedo,alimento,2030,1558,6,2,0.015,1350,-1.0,1.0,1,1.0
581,royal canin kitten sterilised 1.5 kg,cachorros,alimento,21400,15122,65,11,0.015,1600,-1.0,1.0,1,1.0
1650,brit care dog show champion salmon 12 kg,adultos,alimento,63990,48216,193,6,0.015,1650,-1.0,1.0,1,1.0
661,laser fun,juguetes,accesorio,10110,7359,21,2,0.001,500,,,1,
436,jaula tubby pequenos animales,hogar-transporte,accesorio,35900,28363,75,0,0.001,500,-1.0,1.0,0,1.0
1734,bravery atún y vegetales alimento húmedo,humedo,alimento,1990,1486,6,8,0.015,4050,-1.0,1.0,1,1.0
376,"dogit cuerdas anudadas celeste ""m""",juguetes,accesorio,3990,3094,10,0,0.004,500,-1.0,0.0,0,1.0
1381,frontline plus pipeta perro 40-60 kg.,ant. ext.,medicamento,19560,13404,36,4,0.0002,500,-1.0,1.0,1,1.0
314,body perro 4 rosado,ropa,accesorio,20130,14253,49,2,0.004,900,-1.0,1.0,1,1.0
442,vet diet urinary lp dog 2kg,adultos,alimento,15900,11592,49,2,0.015,1700,,,1,
1491,dreamwell cama redonda gris/blanco 56cm,hogar-transporte,accesorio,27990,21725,59,3,0.001,850,-1.0,1.0,1,1.0
281,pure comfort blanco 8.2 lt,higiene,accesorio,13990,9204,29,1,0.001,500,-1.0,1.0,1,1.0
1772,le salon eesentials cepillo de goma oval,grooming,accesorio,9490,6587,23,0,0.004,1150,-1.0,1.0,0,1.0
1427,zd ella adjustable air mesh harness large,paseo,accesorio,28600,22233,70,0,0.004,500,-1.0,1.0,0,1.0
1658,afp little buddy chupete rosa  large,juguetes,accesorio,6990,5433,14,0,0.001,500,-1.0,1.0,0,1.0
424,sanitario gato con puerta y filtro/netta,higiene,accesorio,31830,22601,67,3,0.001,600,-1.0,1.0,1,1.0
594,coastal comfort soft arnes morado xs,paseo,accesorio,15990,12014,34,2,0.001,500,-1.0,1.0,1,1.0
368,jaula refugio hamster s,enriquecimiento ambiental,accesorio,38590,27271,94,0,0.004,1200,-1.0,1.0,0,1.0
1299,zeus collar ajustable  m  coral,paseo,accesorio,5290,3560,13,1,0.004,800,-1.0,1.0,1,1.0
974,royal canin calorie control felino  165 gr lata,latas medicadas,alimento,2290,1538,8,0,0.015,2950,-1.0,0.0,0,1.0
1345,ehliprofeno 20 mg x 10 comp,analgesico,medicamento,15710,10342,29,2,0.0002,500,-1.0,1.0,1,1.0
1514,brit care gf junior large breed salmon  3 kg,cachorros,alimento,23900,18053,72,0,0.015,5300,,,0,
938,kitten instinctive 165grsx6un,lata,alimento,2770,1886,9,5,0.015,1650,-1.0,1.0,1,1.0
227,nutram total grain-free chicken & turkey cat food 1.13kg,adultos,alimento,23870,18981,72,1,0.015,2700,,,1,
1512,oat hay 425 gr,alfalfas,accesorio,8390,5493,18,1,0.001,500,-1.0,1.0,1,1.0
1128,bravery chicken adult cat,adultos,alimento,35990,24336,109,285,0.015,4050,-1.0,1.0,1,1.0
1708,catlove raton mecanico rosado,juguetes,accesorio,6990,4880,14,1,0.001,500,-1.0,1.0,1,1.0
1026,capa polar chiporro t/0 cata pets,ropa,accesorio,9290,7258,23,4,0.004,550,-1.0,1.0,1,1.0
66,royal can poodle puppy 3 kg,razas,alimento,34270,27324,103,1,0.015,1750,-1.0,1.0,1,1.0
393,zd army green adjustable air mesh harness small,paseo,accesorio,38280,28263,80,2,0.001,850,,,1,
579,brit care cat sterilised (missy)  2.0kg,adultos,alimento,15900,12394,49,0,0.015,5000,-1.0,1.0,0,1.0
24,chaqueta chiporro verde ,ropa,accesorio,16990,12253,36,27,0.001,600,-1.0,1.0,1,1.0
211,collar isabelino 12.5 cm nº(2),higiene,medicamento,5750,3771,11,10,0.0002,500,-1.0,1.0,1,1.0
1440,zeedog poop bag dispenser black +1 roll,higiene,accesorio,5900,4423,12,0,0.001,500,,,0,
144,zd skull 2.0 h-harness medium,paseo,accesorio,16900,11724,36,0,0.001,550,-1.0,1.0,0,1.0
536,le salon essentials cepillo carda small,grooming,accesorio,10990,7962,23,3,0.001,500,-1.0,1.0,1,1.0
811,pala sanitaria (granulos) gris,higiene,accesorio,4190,3144,9,0,0.001,500,-1.0,1.0,0,1.0
1047,zeus collar semifijo  l  rojo,paseo,accesorio,8990,6735,19,1,0.001,500,,,1,
988,zeus nosh hueso flex cachorro sabor pollo m,juguetes,accesorio,8990,6138,19,2,0.001,500,-1.0,1.0,1,1.0
85,ehlifloxacino 150 ml x 10,antibiotico,medicamento,20410,14889,38,2,0.0002,500,-1.0,0.0,1,1.0
272,go buggy,juguetes,accesorio,4690,3336,10,1,0.001,500,,,1,
952,coastal lazer brite trailla pink multi flowers m 1.8m,paseo,accesorio,19590,15436,41,2,0.001,500,-1.0,1.0,1,1.0
1202,adiestrador de cachorros -500ml,entrenamiento,accesorio,14990,9918,31,4,0.001,600,-1.0,1.0,1,1.0
1108,eukanuba puppy large breed 15 kg,cachorros,alimento,78280,60828,236,1,0.015,5800,-1.0,1.0,1,1.0
987,zeus bozal alpha  m ,paseo,accesorio,23990,15889,51,4,0.001,500,,,1,
1689,royal canin medium puppy pouch 140 gr,humedo,alimento,2310,1823,8,2,0.015,2000,-1.0,0.0,1,1.0
630,bravery chicken adult large/medium breeds 4 kg,adultos,alimento,20990,16419,63,1,0.015,2650,-1.0,1.0,1,1.0
1652,easy to clean collection bags,higiene,accesorio,3500,2648,7,0,0.001,500,-1.0,1.0,0,1.0
1761,monge medium p&j chicken de 12 kg,cachorros,alimento,58990,42536,178,3,0.015,5500,-1.0,1.0,1,1.0
1465,bravery light iberian pork adult large/medium breeds 12 kg,weight control,alimento,64990,44701,196,0,0.015,6000,-1.0,0.0,0,1.0
1722,honey cat collar,paseo,accesorio,4900,3851,10,1,0.001,500,-1.0,0.0,1,1.0
505,pro plan active mind 7+ med lrg 15kg ar,adultos,alimento,85660,68130,259,0,0.015,2600,-1.0,1.0,0,1.0
273,big heart aluminum blue (my family),placas identificacion,accesorio,7130,5127,15,1,0.001,500,-1.0,0.0,1,1.0
507,calefactor aut. 50w - boyu,calefactores,accesorio,15160,10972,31,0,0.001,600,-1.0,1.0,0,1.0
1230,collar isabelino 7.5 cm nº(0),higiene,medicamento,2900,2288,6,2,0.0002,500,-1.0,1.0,1,1.0
362,pez portagolosina azúl/verde,juguetes,accesorio,4490,3429,11,1,0.004,1000,-1.0,1.0,1,1.0
1511,nutram total grain free trout & salmon cat 1.13 kg,adultos,alimento,23870,16031,72,1,0.015,1850,,,1,
1079,corta uñas,higiene,accesorio,5990,4730,12,0,0.001,500,-1.0,1.0,0,1.0
622,small round aluminum light blue  (my family),placas identificacion,accesorio,7130,5569,15,0,0.001,500,-1.0,1.0,0,1.0
2,nm alfombrilla training 14 un,higiene,accesorio,4990,3248,13,3,0.004,700,-1.0,1.0,1,1.0
6,capa arnè talla5 cata pets,ropa,accesorio,17290,12028,36,2,0.001,500,-1.0,1.0,1,1.0
1466,nf aqua plus anticloro 120 ml,acc acuarios,accesorio,6290,4647,15,0,0.004,550,,,0,
311,brit mono protein rabbit 400 gr,latas,alimento,3600,2557,11,5,0.015,800,-1.0,1.0,1,1.0
1265,brit care gf senior & light salmon 12 kg,senior,alimento,63990,42333,193,3,0.015,4550,-1.0,1.0,1,1.0
1084,adaptil spray 60 ml,comportamiento,medicamento,25000,18865,46,0,0.0002,650,-1.0,1.0,0,1.0
665,zeedog maze adjustable air mesh harness medium,paseo,accesorio,23900,18185,50,1,0.001,500,-1.0,1.0,1,1.0
364,plato gato doble redondo,comederos,accesorio,15990,11714,34,0,0.001,650,-1.0,1.0,0,1.0
215,recarga enchufe feliway,comportamiento,medicamento,25000,18443,46,0,0.0002,500,-1.0,1.0,0,1.0
982,ampolleta repti glo 5.0 tropical 26 w,enriquecimiento ambiental,accesorio,29990,21935,63,1,0.001,500,,,1,
27,sanitario gato miso,higiene,accesorio,26380,17933,55,0,0.001,500,-1.0,1.0,0,1.0
1342,small heart aluminum blue (my family),placas identificacion,accesorio,7130,5302,18,0,0.004,500,-1.0,1.0,0,1.0
525,zeedog gotham collar small,paseo,accesorio,9870,7831,25,0,0.004,950,-1.0,1.0,0,1.0
1715,nexgard x 3 tab. 4 a 10k ,ant. ext.,medicamento,30990,23504,57,1,0.0002,500,-1.0,1.0,1,1.0
1009,parka t/8 cata pets,ropa,accesorio,25790,19271,54,2,0.001,500,,,1,
638,zeedog gotham ruff leash large,paseo,accesorio,23820,18381,50,1,0.001,700,-1.0,1.0,1,1.0
302,moon (my family),placas identificacion,accesorio,17560,13261,37,0,0.001,500,-1.0,1.0,0,1.0
718,zeedog ella h-harness medium,paseo,accesorio,16900,12647,36,0,0.001,500,-1.0,1.0,0,1.0
691,zd army green h-harness medium,paseo,accesorio,16900,13274,36,0,0.001,500,-1.0,1.0,0,1.0
1469,zeus collar ajustable  xl  rojo,paseo,accesorio,7790,6150,19,0,0.004,900,-1.0,1.0,0,1.0
1271,small bone aluminum blue (my family),placas identificacion,accesorio,7130,5681,18,0,0.004,550,-1.0,1.0,0,1.0
7,casa igloo large,hogar-transporte,accesorio,9490,7516,20,1,0.001,500,-1.0,1.0,1,1.0
256,brit pate & meat salmon 400 gr,latas,alimento,3130,2498,9,4,0.015,1050,-1.0,1.0,1,1.0
803,nanormen perros-gatos 20ml pirantel 5%,ant. ext.,medicamento,8230,5544,16,0,0.0002,500,,,0,
25,catit plat- tumbler-be,juguetes,accesorio,28990,19994,71,0,0.004,650,,,0,
336,adaptil collar small hasta 10 kg  ,comportamiento,medicamento,29290,19590,54,0,0.0002,500,-1.0,0.0,0,1.0
572,afp classic orel conejo,juguetes,accesorio,15990,12727,39,0,0.004,1000,,,0,
47,poleron t/4 cata pets,ropa,accesorio,11990,8467,25,2,0.001,500,-1.0,0.0,1,1.0
1384,royal canin mini adulto  2 kg fr,adultos,alimento,16280,10656,49,0,0.015,800,-1.0,1.0,0,1.0
106,clindabone,antibiotico,medicamento,25990,19604,48,4,0.0002,500,-1.0,1.0,1,1.0
349,pelota para perros,juguetes,accesorio,7990,5797,17,1,0.001,500,-1.0,1.0,1,1.0
55,coastal comfort soft arnes lima m,paseo,accesorio,29990,19523,74,2,0.004,1750,-1.0,1.0,1,1.0
238,royal canin mini adulto 2.5kg,adultos,alimento,25870,19966,78,22,0.015,3800,,,1,
213,coastal maslow  plato paw azul 1596 ml,paseo,accesorio,15990,10418,34,0,0.001,500,-1.0,1.0,0,1.0
120,cytopoint 30 mg iny 20-30 k,medicamentos,medicamento,48510,37225,89,2,0.0002,1200,-1.0,1.0,1,1.0
1177,cadena cordon 2 mm a.doctor,paseo,accesorio,3890,2942,9,1,0.001,500,-1.0,1.0,1,1.0
1240,poodle pouch 12x85g,humedo,alimento,2330,1739,8,0,0.015,500,-1.0,1.0,0,1.0
72,royal can fhn kitten 36 400 grs,cachorros,alimento,6000,4223,19,1,0.015,4300,-1.0,1.0,1,1.0
922,big bone pink,placas identificacion,accesorio,10900,7998,22,0,0.001,500,-1.0,1.0,0,1.0
812,lw small animal corta uña,grooming,accesorio,9490,6564,23,1,0.004,500,,,1,
77,power 1 p.  gato,ant. ext.,medicamento,7690,5300,15,0,0.0002,500,-1.0,0.0,0,1.0
944,shampoo alerdrag,antialergico,medicamento,10100,7464,19,1,0.0002,500,-1.0,1.0,1,1.0
45,royal canin kitten 4 kg,cachorros,alimento,43570,31068,131,3,0.015,2850,-1.0,1.0,1,1.0
1568,coastal sublime collar navy xs,paseo,accesorio,10490,7194,26,1,0.004,500,,,1,
523,revolution plus 0.25 ml (1.25 a 2.5 kg) x 1p,ant. ext.,medicamento,10410,7596,20,0,0.0002,500,-1.0,1.0,0,1.0
232,zd army green soft-walk harness large,paseo,accesorio,21900,16162,46,1,0.001,700,-1.0,0.0,1,1.0
644,harvest stacks timothy/chamomile 1 kg,enriquecimiento ambiental,accesorio,23890,18031,58,1,0.004,1300,-1.0,1.0,1,1.0
1412,zeedog chroma adjustable air mesh harness small,paseo,accesorio,19300,13276,47,1,0.004,1550,,,1,
533,zeedog gotham ruff leash small,paseo,accesorio,21830,14332,54,1,0.004,1500,-1.0,1.0,1,1.0
1782,red xl aluminum bone,placas identificacion,accesorio,8160,5800,17,1,0.001,500,-1.0,1.0,1,1.0
603,zeus arnes fig.a  s  rojo,paseo,accesorio,7990,5530,17,1,0.001,500,-1.0,1.0,1,1.0
1132,"planet dog hueso azul ""m""",juguetes,accesorio,14690,10099,35,0,0.004,500,,,0,
1521,brit care gf adult salmon 3 kg,adultos,alimento,23990,17918,73,26,0.015,3900,-1.0,1.0,1,1.0
60,royal canin adulto maxi adult 15kg,adultos,alimento,56990,45222,172,0,0.015,5600,-1.0,1.0,0,1.0
1749,toallitas neem,higiene,accesorio,6390,4228,13,1,0.001,500,-1.0,1.0,1,1.0
92,proplan adulto cat alimento para gato,adultos,alimento,44990,33124,136,114,0.015,2850,-1.0,1.0,1,1.0
666,zeedog phantom collar large,paseo,accesorio,12860,9093,31,0,0.004,1550,-1.0,1.0,0,1.0
280,zd neopro blue leash large,paseo,accesorio,22700,16285,47,2,0.001,650,-1.0,1.0,1,1.0
1041,lola h-harness medium,paseo,accesorio,16900,11854,36,0,0.001,500,-1.0,1.0,0,1.0
359,brit care cat grain-free sterilized sensitive 2 kg,adultos,alimento,18990,15040,57,4,0.015,600,-1.0,1.0,1,1.0
1518,advantix 4-10 kg,ant. ext.,medicamento,8990,6496,17,5,0.0002,500,-1.0,1.0,1,1.0
1096,coastal maslow  plato pup verde 1596 ml,paseo,accesorio,15990,12452,34,1,0.001,500,-1.0,1.0,1,1.0
847,zd skull 2.0 collar extra small,paseo,accesorio,7900,6159,19,2,0.004,700,-1.0,1.0,1,1.0
1286,zeedog tarot leash large,paseo,accesorio,16900,11194,42,2,0.004,1250,-1.0,1.0,1,1.0
110,petever plus oral,oral,medicamento,8790,6378,17,0,0.0002,500,,,0,
42,le salon essentials guante para cepillar,grooming,accesorio,13200,10423,33,0,0.004,1400,-1.0,1.0,0,1.0
125,coastal sublime collar teal stripe xs,paseo,accesorio,10490,7219,26,0,0.004,850,-1.0,1.0,0,1.0
204,coastal fashion collar fish,paseo,accesorio,7990,5313,17,0,0.001,500,-1.0,1.0,0,1.0
52,collar isabelino 40 cm nº(7),higiene,medicamento,17990,12030,34,0,0.0002,500,-1.0,1.0,0,1.0
545,nutram ideal solution support indoor cat food 1.13kg,adultos,alimento,21930,15339,67,0,0.015,1150,,,0,
68,royal can. renal rf feline 2 kg.,medicados,alimento,30060,21235,91,2,0.015,500,-1.0,1.0,1,1.0
1450,zd neopro blue collar large,paseo,accesorio,14900,11119,37,0,0.004,500,,,0,
183,high range reptile thermometer,enriquecimiento ambiental,accesorio,3990,3132,10,0,0.004,500,-1.0,1.0,0,1.0
137,le salon essentials cepillo combinado sm,grooming,accesorio,11690,8058,25,0,0.001,500,-1.0,1.0,0,1.0
899,"planet dog diamond plate double-tuff naranja ""s""",juguetes,accesorio,14490,10210,30,0,0.001,500,,,0,
796,zeedog salina h-harness large,paseo,accesorio,18900,15100,39,0,0.001,500,-1.0,1.0,0,1.0
132,bravery iberian pork adult large/medium breeds 4 kg,adultos,alimento,21900,16945,67,2,0.015,5150,-1.0,1.0,1,1.0
80,planet dog mazee verde,juguetes,accesorio,20990,16244,51,2,0.004,550,,,1,
1444,big bone aluminum blue (my family),placas identificacion,accesorio,7130,4751,15,1,0.001,500,,,1,
541,placa pet tags,placas identificacion,accesorio,5890,4485,14,2,0.004,500,,,1,
1537,arnes talla m,paseo,accesorio,6490,4283,13,0,0.001,500,-1.0,1.0,0,1.0
983,royal can. hypoallergenic canine 2 kg.,medicados,alimento,27320,19396,83,4,0.015,3700,,,1,
165,pro plan adult medium breed 3kg ar,adultos,alimento,28480,20898,86,13,0.015,900,-1.0,1.0,1,1.0
248,comedero interactivo multi feeder,comederos,accesorio,13990,10103,29,6,0.001,500,-1.0,1.0,1,1.0
446,desparasitante bravecto para gatos,antiparasitarios,medicamento,29990,22573,63,20,0.001,550,-1.0,1.0,1,1.0
1075,feline c/d multicare x lata 156 gr,latas medicadas,alimento,7140,5335,22,0,0.015,1200,-1.0,0.0,0,1.0
858,zd smash adjustable air mesh harness small,paseo,accesorio,19300,14210,41,0,0.001,500,,,0,
1134,power ultra 2 - 4 kg,ant. ext.,medicamento,7610,5530,14,0,0.0002,500,0.0,0.0,0,1.0
737,zd neon coral h-harness medium,paseo,accesorio,16900,12955,42,0,0.004,850,-1.0,0.0,0,1.0
1173,fritz adjustable air mesh medium,paseo,accesorio,23900,17004,50,1,0.001,750,-1.0,1.0,1,1.0
102,bozal gato a.doctor,paseo,accesorio,7190,5010,18,1,0.004,950,,,1,
434,hartz chew n clean tuff bone dog toy- extra small,juguetes,accesorio,4690,3213,10,1,0.001,500,,,1,
1677,honey leash large,paseo,accesorio,16900,11293,42,1,0.004,500,-1.0,1.0,1,1.0
1125,honey leash small,paseo,accesorio,15899,12003,34,1,0.001,500,-1.0,1.0,1,1.0
918,ronaxan 100 mg  x 10 comp.,antibiotico,medicamento,16600,10964,31,1,0.0002,500,-1.0,1.0,1,1.0
1605,hartz frisky frolic dog toy,juguetes,accesorio,5990,4772,12,0,0.001,500,-1.0,1.0,0,1.0
1567,laguna leash small,paseo,accesorio,15900,10768,34,0,0.001,600,-1.0,1.0,0,1.0
1636,zeedog gotham h-harness medium,paseo,accesorio,16840,12068,35,1,0.001,500,,,1,
762,cuna india chica catapet,camas,accesorio,25790,17121,63,0,0.004,1600,-1.0,1.0,0,1.0
989,coastal comfort soft arnes azul s,paseo,accesorio,18990,13802,39,1,0.001,550,-1.0,1.0,1,1.0
388,stomorgyl 10 x 10 comp,antibiotico,medicamento,26280,19043,49,2,0.0002,500,-1.0,0.0,1,1.0
235,zd artsy adjustable air mesh harness large,paseo,accesorio,26400,20265,55,1,0.001,500,-1.0,1.0,1,1.0
267,coastal style collar brown paw s,paseo,accesorio,7990,5771,19,1,0.004,1250,-1.0,1.0,1,1.0
117,proplan kitten 3 kg,cachorros,alimento,21900,17435,67,1,0.015,3050,-1.0,0.0,1,1.0
1506,capa polar chiporro t/3 cata pets,ropa,accesorio,11590,7542,25,3,0.001,500,-1.0,1.0,1,1.0
673,canine digestive care i/d lata 156grs,latas medicadas,alimento,3500,2299,11,4,0.015,500,-1.0,1.0,1,1.0
249,body gato 0 rosado,ropa,accesorio,17590,12168,43,1,0.004,1000,-1.0,1.0,1,1.0
1358,coastal comfort soft arnes morado s,paseo,accesorio,18990,13651,39,0,0.001,500,-1.0,1.0,0,1.0
94,arnes nacional mediano a. doctor,paseo,accesorio,6590,4722,14,3,0.001,500,-1.0,1.0,1,1.0
33,frontline plus pipeta perro 10-20 kg.,ant. ext.,medicamento,10960,7646,21,4,0.0002,500,-1.0,1.0,1,1.0
1651,zd neon coral h-harness extra small,paseo,accesorio,11900,9104,25,2,0.001,500,-1.0,1.0,1,1.0
1565,catit baño jumbo para gatos,higiene,accesorio,52010,38376,109,0,0.001,950,-1.0,0.0,0,1.0
448,brit care cat sterilized tuna pate with shrimps 70grs,latas,alimento,1600,1115,4,7,0.015,3050,-1.0,1.0,1,1.0
716,calzon celo talla 5,higiene,accesorio,9290,7320,20,0,0.001,500,-1.0,1.0,0,1.0
1181,le salon esse corta uða alicate l/dog,grooming,accesorio,12790,8390,31,0,0.004,950,-1.0,0.0,0,1.0
1422,botella 250 ml peq animales,comederos,accesorio,4990,3692,13,5,0.004,750,-1.0,1.0,1,1.0
0,zeedog nara leash small,paseo,accesorio,13900,10766,29,1,0.001,500,-1.0,1.0,1,1.0
1284,royal can. hepatic canine 1.5 kg.,medicados,alimento,17990,12325,55,0,0.015,3400,-1.0,1.0,0,1.0
1101,zeedog neopro bubblegum h-harness small,paseo,accesorio,17840,13960,37,0,0.001,500,-1.0,0.0,0,1.0
1331,go bowl black small,paseo,accesorio,7900,6047,19,0,0.004,500,-1.0,1.0,0,1.0
676,pro plan active mind 7+ sml brd 3kg ar,adultos,alimento,30830,20877,93,2,0.015,3500,-1.0,1.0,1,1.0
1357,endogard 30 15/30kilos x 2 tabletas,ant. ext.,medicamento,15010,11019,28,1,0.0002,500,-1.0,0.0,1,1.0
1046,zd candy collar medium,paseo,accesorio,10900,7219,26,0,0.004,700,-1.0,1.0,0,1.0
770,zeedog mahalo h-harness extra small,paseo,accesorio,11860,8197,25,0,0.001,500,,,0,
1138,brit care cat fillets in gravy turkey & savory salmon 85 g,humedo,alimento,2200,1645,8,3,0.015,2750,-1.0,1.0,1,1.0
1196,mebermic  x 1 comp.,ant. interno,medicamento,1980,1364,4,118,0.0002,500,-1.0,1.0,1,1.0
1393,pro plan puppy medium breed 15kg ar,cachorros,alimento,81230,63649,246,0,0.015,2150,,,0,
404,bloque mineral para aves,enriquecimiento ambiental,accesorio,1800,1304,4,2,0.001,500,-1.0,1.0,1,1.0
1618,bravery chicken adult cat sterilized 2 kg,adultos,alimento,17990,12644,55,1,0.015,2550,-1.0,1.0,1,1.0
1523,pawise botella bebedera 500 ml,paseo,accesorio,5550,4091,12,0,0.001,500,-1.0,1.0,0,1.0
104,poleron t/3 cata pets,ropa,accesorio,10990,8521,27,0,0.004,500,-1.0,1.0,0,1.0
688,royal mini junior  2.5 kg,cachorros,alimento,26350,19404,80,9,0.015,3600,-1.0,1.0,1,1.0
1292,i love mom (my family),placas identificacion,accesorio,17560,12621,43,0,0.004,500,,,0,
826,zeedog neopro bubblegum leash small,paseo,accesorio,19040,14294,39,0,0.001,500,-1.0,1.0,0,1.0
62,nath puppy maxi sabor pollo y arroz integral,cachorro,alimento,24990,16787,75,102,0.015,3050,,,1,
852,frontline plus pipeta perro 2-10 kg.,ant. ext.,medicamento,9140,6801,17,5,0.0002,500,-1.0,1.0,1,1.0
145,pawise arnes y cinturon de seguridad m,paseo,accesorio,13990,9638,29,1,0.001,500,,,1,
1088,coastal style collar brown paw l,paseo,accesorio,10490,7801,22,0,0.001,500,-1.0,1.0,0,1.0
373,parka t/5 cata pets,ropa,accesorio,20890,16121,44,0,0.001,500,-1.0,1.0,0,1.0
1326,coastal sublime collar aztec l,paseo,accesorio,16990,12946,36,0,0.001,500,-1.0,1.0,0,1.0
1709,power 1 p. hasta 10 kg,ant. ext.,medicamento,6990,5216,13,3,0.0002,500,-1.0,1.0,1,1.0
1399,amity sp low grain iberian pork adult 4 kg,adultos,alimento,17990,14062,55,0,0.015,2000,,,0,
1501,zd pacco collar medium,paseo,accesorio,10900,7189,22,0,0.001,500,-1.0,1.0,0,1.0
1187,zd bordeau collar medium,paseo,accesorio,10900,8373,22,1,0.001,500,-1.0,0.0,1,1.0
9,pro plan gatos adulto pollo pouch 85 gr,humedo,alimento,2330,1538,8,2,0.015,2000,-1.0,1.0,1,1.0
449,ocubiotic colirio,ocular,medicamento,16810,11008,31,1,0.0002,500,-1.0,1.0,1,1.0
